NSC,CID,SMILES
743507,45028626,C1CCC2=C(C1)N=C(S2)NC(=O)COC3=CC=C(C=C3)C=C4C(=O)C5=CC=CC=C5O4
743508,45028627,C1=CC=C2C(=C1)C(=O)C(=CC3=CC(=CC=C3)OCC(=O)NC4=NC=CS4)O2
743513,24878848,CCC=CC=CC(=O)NC=CCC1CC2=C(C(=CC=C2)O)C(=O)O1
743528,45028634,COC1=CC=CC(=C1)C=CC(=O)C2=CC(=CC=C2)NC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5
743529,45028635,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=CC(=C3)C(=O)C=CC4=CC=C(C=C4)[N+](=O)[O-])NC5=CC=CC=C5
743530,45028636,COC1=CC(=CC(=C1OC)OC)C=CC(=O)C2=CC(=CC=C2)NC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5
743532,45028638,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=CC(=C3)C(=O)C=CC4=CC=CO4)NC5=CC=CC=C5
743533,45028639,CCN(CC)C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5
743534,45028640,C1=CC=C(C=C1)C=CC=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5
743549,45028644,CCCN1C(=O)CSC1=NC2=CC3=C(C=C2)C=C4C=CC(=CC4=N3)N=C5N(C(=O)CS5)CCC.Cl
743556,45028649,CCCCC#CC1=C(N(C(=O)NC1=O)C2C3C(C(O2)CO[Si](C)(C)C(C)(C)C)OC(O3)(C)C)I
743557,45028650,CN1C(=C(C(=O)NC1=O)C#C[Si](C)(C)C)I
743558,45028651,CC1(OC2C(OC(C2O1)N3C(=C(C(=O)NC3=O)C#C)I)CO[Si](C)(C)C(C)(C)C)C
743559,45028652,CC1(OC2C(OC(C2O1)N3C(=C(C(=O)NC3=O)C#C[Si](C)(C)C)I)CO[Si](C)(C)C(C)(C)C)C
743561,15476976,CCCCC#CC1=C(N(C(=O)NC1=O)C)I
743562,45028654,CCCCC#CC1=C(N(C(=O)N(C1=O)C(=O)C2=CC=CC=C2)C3C4C(C(O3)CO[Si](C)(C)C(C)(C)C)OC(O4)(C)C)I
743564,45028656,CC(C)(C)[Si](C)(C)OC1C(C(OC1N2C=NC3=C(N=CN=C32)NC(=O)NC4=CC=CC=C4)CNC(=O)NC)CC(=O)N(C)OC
743565,45028657,CCOC(=O)CC1C(OC(C1O[Si](C)(C)C(C)(C)C)N2C=NC3=C(N=CN=C32)NC(=O)NC4=CC=CC=C4)CNC(=O)NC
743568,45028660,CC(C)(C)[Si](C)(C)OCC#CC1=C(N(C(=O)NC1=O)C)I
743640,45028671,C1CN(CCN1CC(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl)C(=O)C4=CC=CO4
743641,45028672,CC1=C(C(=NC2=CC=CC=C12)C)C(=O)C=CC3=CC(=C(C=C3)OCCCN4CCN(CC4)C(=O)C5=CC=CO5)OC
743688,45028676,CC1=C(SC(=N1)NC(=O)COC2=CC=CC(=C2)C=C3C(=O)C4=C(O3)C=C(C=C4)OC)C
743690,45028678,COC1=CC2=C(C=C1)C(=O)C(=CC3=CC(=CC=C3)OCC(=O)NC4=NC5=CC=CC=C5S4)O2
743691,45028679,COC1=CC2=C(C=C1)C(=O)C(=CC3=CC(=CC=C3)OCC(=O)NC4=NC5=C(S4)CCCC5)O2
743693,45028681,COC1=CC2=C(C=C1)OC(=CC3=CC=C(C=C3)OCC(=O)C4=CC=C(C=C4)Cl)C2=O
743694,45028682,COC1=CC2=C(C=C1)OC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)C2=O
743695,45028683,COC1=CC2=C(C=C1)OC(=CC3=CC=C(C=C3)OCC(=O)NC4=NC=CS4)C2=O
743696,45028684,CC1=C(SC(=N1)NC(=O)COC2=CC=CC(=C2)C=C3C(=O)C4=C(O3)C=CC(=C4)OC)C
743851,45028692,C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743852,45028693,COC1=CC=CC(=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743853,45028694,COC1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743854,45028695,CN(C)C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743862,25113941,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl)Cl
743863,13432181,COC1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl
743864,42631501,C1=COC(=C1)C=CC(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl
743868,45028699,CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)F)NC5=CC=C(C=C5)F)C6=CC=C(C=C6)N(C)C
743874,45028705,COC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743876,45028707,COC1=CC(=CC(=C1OC)OC)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743877,45028708,CN(C)C1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl
743880,45028711,COC1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F
743883,45028714,COC1=CC(=CC(=C1OC)OC)C=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F
743884,45028715,CN(C)C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F
743891,45028717,COC1=CC=CC(=C1O)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O
743897,24936180,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4(CC(OC4=O)CSC#N)O
743898,24936179,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4(CC(OC4=O)CC#N)O
743907,45028719,CN(CCOC1=CC=C(C=C1)C#N)CCOC2=CC=C(C=C2)C#N
743909,45028721,CC1=CC=C(C=C1)S(=O)(=O)N(CCOC2=CC=C(C=C2)C(=NCl)N)CCOC3=CC=C(C=C3)C(=NCl)N
743910,45028722,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN
743912,45028724,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CC=C(C=C3)[N+](=O)[O-]
743914,45028726,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CN=CC=C3
743915,45028727,CC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CN=CC=C3
743919,45028731,C1=CC=C(C(=C1)C(=O)NN=CC2=CC=C(C=C2)[N+](=O)[O-])NC3=CC(=NC=C3)C(F)(F)F
743925,45028737,C1=CC(=CC(=C1)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CC=NC=C3)C(F)(F)F
743927,25190761,CCC(CO)NC1=NC2=C(C=NN2C(=N1)NCC3=CC=CC=C3)C(C)C
743957,25112165,CC1=CC=C(C=C1)C2=NC3=C(N=CN=C3NC(C2)C4=CC5=C(C=C4)OCO5)N
743961,25110634,C1C(NC2=NC=NC(=C2N=C1C3=CC4=C(C=C3)OCO4)N)C5=CC=C(C=C5)[N+](=O)[O-]
743962,25110635,C1C(NC2=NC=NC(=C2N=C1C3=CC4=C(C=C3)OCO4)N)C5=CC=C(C=C5)Cl
744016,44226901,COC1=C(C=C2C(=C1)C(=O)N3CCCC3C=N2)OCCCCN4C5=CC=CC=C5N=C4C6=CC=CS6
744020,45028743,CN1C2=CC=CC=C2C=C1C3=NC4=C(N3CCCCOC5=C(C=C6C(=C5)N=CC7CCCN7C6=O)OC)C=C(C=C4)C(=O)OC
744022,25008105,COC1=C(C=C2C(=C1)C(=O)N3CCCC3C=N2)OCCCCCN4C5=CC=CC=C5N=C4C6=CC=CO6
744023,24863867,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=CC=C2O)OCCCOC3=C(C=C4C(=C3)N=CC5CCCN5C4=O)OC
744025,25113728,CCOP(=O)(CCN1CCN(CC1)CCCCCOC2=C(C=C3C(=C2)N=CC4CCCN4C3=O)OC)OCC
744048,45028746,COC1=CC2=C(C=C1)OC(=CC3=CC(=CC=C3)OCC(=O)NC4=NC5=C(S4)CCCC5)C2=O
744059,45028754,C1C(=CC2=CC(=CC=C2)OCC(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4O1
744060,45028755,COC1=CC=C(C=C1)C(=O)COC2=CC=C(C=C2)C=C3COC4=C(C3=O)C=C(C=C4)OC
744061,45028756,COC1=CC2=C(C=C1)OCC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=C(C=C4)[N+](=O)[O-])C2=O
744062,45028757,C1C(=CC2=CC(=CC=C2)OCC(=O)C3=CC=C(C=C3)Cl)C(=O)C4=C(O1)C=CC(=C4)Cl
744063,45028758,C1C(=CC2=CC=C(C=C2)OCC(=O)NC3=NC=CS3)C(=O)C4=CC=CC=C4O1
744064,45028759,C1C(=CC2=CC(=CC=C2)OCC(=O)NC3=NC=CS3)C(=O)C4=CC=CC=C4O1
744065,45028760,CC1=C(SC(=N1)NC(=O)COC2=CC=CC(=C2)C=C3COC4=CC=CC=C4C3=O)C
744068,45028763,COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)C=C3CSC4=CC=CC=C4C3=O
744070,45028765,C1C(=CC2=CC=C(C=C2)OCC(=O)NC3=NC=CS3)C(=O)C4=CC=CC=C4S1
744071,45028766,C1C(=CC2=CC(=CC=C2)OCC(=O)NC3=NC=CS3)C(=O)C4=CC=CC=C4S1
744075,45028770,CC1=CC2=C(C=C1)SCC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=C(C=C4)OC)C2=O
744076,45028771,CC1=CC2=C(C=C1)SCC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=C(C=C4)Cl)C2=O
744092,2337642,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=C(C(=CC3=CC=C(C=C3)Cl)CC2)N4CCOCC4
744115,135892287,COC1=CC=CC(=C1)N2C(=O)CC(=C3NC4=CC=CC=C4S3)C2=N
744116,135543874,C1C(=C2NC3=CC=CC=C3S2)C(=N)N(C1=O)C4=CC=C(C=C4)SC(F)F
744143,2339468,CC(C)SC1=NC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=CC=C3OC
744144,2078783,COC1=CC=CC=C1OCC(=O)NC2=C(C3=C(S2)CCC3)C(=O)N
744145,2079923,CN(CC(=O)NC1=NC2=CC=CC=C2N1)S(=O)(=O)C3=CC=C(C=C3)Cl
744152,3955158,CC1=CN=C(S1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3
744165,45028777,CCC(=O)NC1=CC=CC=C1C#CC=CC#CC2=CC=CC=C2C(F)(F)F
744166,45028778,CCC(=O)NC1=CC=CC=C1C#CC=CC#CC2=CC=CC=C2SC
744168,45028780,C1CCN(C(=O)C1)CCCCC#CC2=CC=CC=C2C#CC3=CC=C(C=C3)[N+](=O)[O-]
744170,45028782,CSC1=CC=CC=C1C#CC=CC#CC2=CC=CC=C2N3CCCC3=O
744178,135528004,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)N=C3NN=C(CS3)C4=CNC5=CC=CC=C54
744206,2466498,C1=CC=C2C(=C1)C(=NNC2=O)CC(=O)OCC3=C(C=CC=C3Cl)Cl
744209,2594324,C1=CC=C2C(=C1)C(=NNC2=O)C(=O)NC3=NC(=CS3)C4=CNC5=CC=CC=C54
744227,135433200,COC1=CC=CC(=C1)C=CC2=NC3=C(C=NN3C4=CC=CC=C4)C(=O)N2
744231,1912526,COC1=C(C=C(C=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCCN5CCOCC5)N)OC
744327,44227294,CC1=C(C(=NC2=CC=CC=C12)C)C(=O)C=CC3=CC(=C(C=C3)OCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC)OC
744329,45028794,CC1(C=CC2=CC(=C(C=C2O1)OC)OCCCN3CCN(CC3)CCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC)C
744330,45028795,COC1=C(C=C2C(=C1)C(=O)N3CC(CC3C=N2)F)OCCCN4CCN(CC4)CCCOC5=C(C=C6C(=C5)N=CC7CC(CN7C6=O)F)OC
744331,44204058,COC1=C(C=C2C(=C1)C(=O)N3CC(CC3C=N2)(F)F)OCCCN4CCN(CC4)CCCOC5=C(C=C6C(=C5)N=CC7CC(CN7C6=O)(F)F)OC
744332,45028796,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)OCCCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC
744336,44224281,COC1=CC(=CC(=C1OC)OC)C2CC(=NO2)C3=CC(=C(C=C3)OCCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC)OC
744338,11754711,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
744449,45028809,C1COCCN1C2=NC(=S)NC(=C2C#N)C3=CC=CC=C3
744450,45028810,C1COCCN1C2=NC(=S)NC(=C2C#N)C3=CC=CO3
744469,45028821,COC1=C(C=C2C(=C1)C(=O)N3CCCC3C=N2)OCCCN4CCN(CC4)C(=S)SCCC(C#N)(C5=CC=CC=C5)C6=CC=CC=C6
744470,45028822,COC1=C(C=C2C(=C1)C(=O)N3CCCC3C=N2)OCCCCN4CCN(CC4)C(=S)SCCC(C#N)(C5=CC=CC=C5)C6=CC=CC=C6
744536,45028828,C=C(CN1CCN(CC1)C2=CC=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N.Cl
744579,46885175,CC1=C([N+](=O)C2=CC(=C(C=C2N1[O-])F)F)C(=O)NCC3=CC=C(C=C3)OC
744607,45028829,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=C(C=CC=C3Cl)Cl
744608,45028830,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CC=C(C=C3)Cl
744609,45028831,CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CC(=CC=C3)O
744614,45028836,C1=CC=C(C(=C1)C(=O)NN=CC2=C(C=C(C=C2)Cl)Cl)NC3=CC=CC(=C3)C(F)(F)F
744622,45028841,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)(F)F)C)C)C
744623,45028842,COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)C=C3CSC4=C(C3=O)C=C(C=C4)Cl
744624,45028843,C1C(=CC2=CC(=CC=C2)OCC(=O)C3=CC=C(C=C3)Cl)C(=O)C4=C(S1)C=CC(=C4)Cl
744627,45028846,C1=CC=C2C(=C1)C=CC3=C2C(=O)C(=CC4=CC=C(C=C4)OCC(=O)C5=CC=C(C=C5)[N+](=O)[O-])O3
744628,45028847,COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)C=C3C(=O)C4=C(O3)C=CC5=CC=CC=C54
744629,45028848,C1=CC=C2C(=C1)C=CC3=C2C(=O)C(=CC4=CC(=CC=C4)OCC(=O)C5=CC=C(C=C5)Cl)O3
744630,45028849,C1=CC=C2C(=C1)C=CC3=C2C(=O)C(=CC4=CC(=CC=C4)OCC(=O)C5=CC=C(C=C5)[N+](=O)[O-])O3
744633,45028852,COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)C=C3COC4=C(C3=O)C5=CC=CC=C5C=C4
744635,45028854,CC(=O)NC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)C=C3CCC4=CC=CC=C4C3=O
744636,45028855,COC1=CC2=C(CCC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)C2=O)C=C1
744646,45028865,CCOC(=O)C1=C(N=C(S1)NC(=O)COC2=CC=CC(=C2)C=C3CCC4=C(C3=O)C=CC(=C4)OC)C
744647,45028866,CCOC(=O)C1=C(N=C(S1)NC(=O)COC2=CC=C(C=C2)C=C3CCC4=C(C3=O)C=CC(=C4)OC)C
744650,45028869,COC1=C(C=C2C(=C1)CC(=CC3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)C2=O)OC
744656,24858011,CCN(CC)CCN1C2=NC3=CC=CC=C3C=C2SC4=CC5=CC=CC=C5N=C41
744658,24858161,CC1=CC=C(C=C1)S(=O)(=O)NCCN2C3=NC4=CC=CC=C4C=C3SC5=CC6=CC=CC=C6N=C52
744659,24858160,C1=CC=C2C(=C1)C=C3C(=N2)N(C4=NC5=CC=CC=C5C=C4S3)CCNC(=O)NCCCl
744675,16257373,CC(=O)N1C(CC(=N1)C2=CC(=CC=C2)OC)C3=CC(=C(C(=C3)OC)OC)OC
744677,45028872,CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)N(C)C)C3=CC(=C(C(=C3)OC)OC)OC
744683,45028878,COC1=CC(=CC(=C1OC)OC)NC2=C(NN=C2)C3=CC=C(C=C3)Cl
744686,45028881,CC(=O)N1C(CC(=N1)C2=CC=CC=C2)C3=CC(=C(C(=C3)OC)OC)OC
744688,45028883,CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)SC)C3=CC(=C(C(=C3)OC)OC)OC
744693,21792363,COC1=CC=C(C=C1)C2C3CCC4=CC=CC=C4C3=NN2
744703,45028897,C1=CC(=CC=C1OC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC3=CC(=C(C=C3)Cl)Cl)F
744763,16080416,CC1CCC(=CCCCC(=O)NC(C(=O)N(C(C(=O)NC(=C(C2=CC=CC=C2)OC)C(=O)O1)CC3=CC(=C(C=C3)O)Br)C)C)C
744860,45028927,C1COCCN1CC(CSC2=NC(=C(C(=N2)N3CCOCC3)C#N)C4=CC=CC=C4)O
744912,45028942,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.C(C(C(=O)O)O)(C(=O)O)O
744989,44227495,CC1=C(C(=NC2=CC=CC=C12)C)C(=O)C=CC3=CC(=C(C=C3)OCCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC)OC
744991,45028944,CC1=CC=C(C=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC=C(C=C4)OCCCOC5=C(C=C6C(=C5)N=CC7CCCN7C6=O)OC)C8=C2C=CC(=C8)C9=C=C=C(C=C9)OCCCOC1=C(C=C2C(=C1)N=CC1CCCN1C2=O)OC
744999,45028950,C1C(=CC2=CC=C(C=C2)O)C(=O)C3=C(O1)C=CC(=C3)C4=CC=CC=C4
745018,45028957,C1CCN(C(=O)C1)CCCCC#CC2=CC(=CC=C2)C#CC3=CN=CC=C3
745025,24783759,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
745062,45028963,CC1=NC=C(C=C1)C(=O)NN=CC2=CC(=CC=C2)OC3=CC=CC=C3
745089,45028986,CC(=O)N1C(CC(=N1)C2=CC(=CC=C2)Br)C3=CC(=C(C(=C3)OC)OC)OC
745090,45028987,CCN(CC)C1=CC=C(C=C1)C2=NN(C(C2)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)C
745097,45028994,COC1=CC(=CC(=C1OC)OC)C(=O)N2C(CC(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CO4
745098,54612678,CC1CC2=C(C=CC(=C2)O)C3C1C4CCC(=CCOCCN(C)C)C4(CC3)C.C(C(=O)O)C(CC(=O)O)(CC(=O)O)O
745102,45028995,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)OC(=O)C(C(C)C)N(C)C)O.Cl
745103,45028997,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)OC(=O)C(C(C)C)N(C)C)O.Cl
745287,45029032,CSC1=C(C(=CC(=N1)C2=CC3=CC=CC=C3O2)C4=CC=C(C=C4)Cl)C#N
745301,45029046,C1=NC2=C(N1CCOCCCl)N=C(N=C2Cl)Cl
745321,56946086,CN1CCC2(CC1)C(C3=C(C(=O)N2)N(C4=C3C=CC(=C4Cl)Cl)C)C#N
745343,44219704,CCCCCCCCCCCCCCCCN1C=C[N+](=C1C)CC2=CC=CC=C2.[Cl-]
745355,45029072,COC1=C(C=CC(=C1)C=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42)OCCCCOC5=C(C=C6C(=C5)N=CC7CCCN7C6=O)OC
745414,135958473,COC1=CC=C(C=C1)CC2=NC3=CC(=C(C=C3C(=O)N2)OC)OC
745449,45029091,C1C(=CC2=CC(=C(C=C2)O)O)C(=O)C3=C(O1)C=CC(=C3)C4=CC=CC=C4
745450,45029092,COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=CC=C4
745451,45029093,C1=CC=C(C=C1)C(=O)C2=NC3=CC=CC=C3N2CC(=O)C4=CC=C(C=C4)F
745452,45029094,COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)OC
745454,45029096,COC1=CC=C(C=C1)C(=O)C2=NC3=CC=CC=C3N2CC(=O)C4=CC=C(C=C4)Cl
745455,45029097,COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)Cl
745471,45029113,CCOC(=O)C1=C(N(C(=C1)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC(=C(C=C3)C(=O)O)O)C
745476,135958480,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC3=NC4=NC(=NC(=C4C(=O)N3)C5=CC=C(C=C5)O)NCC6=CC=CC=C6)C
745484,45029125,COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN=CC3=CC(=C(C(=C3)OC)OC)OC
745485,45029126,COC1=CC(=CC(=C1OC)OC)C=NNC(=O)C2=CC=CC=C2NC3=CC=CC(=C3)C(F)(F)F
745486,45029127,CN(C)C1=CC=C(C=C1)C2CC(=NN2C(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=C(C=C4)OC
745487,45029128,COC1=C(C=C(C=C1)C2CC(=NN2C(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4)O
745492,135908147,CC(=O)N1C(CC(=N1)C2=CC(=C(C=C2)O)OC)C3=CC(=C(C(=C3)OC)OC)OC
745500,135958487,C1=CC=C(C(=C1)C=NCCNC2=CC=CC3=C2C(=O)C4=CC=CC=C4C3=O)O
745501,135958488,C1=CC=C(C(=C1)C=NCCNC2=CC=CC3=C2C(=O)C4=C(C3=O)C=CC=C4NCCN=CC5=CC=CC=C5O)O
745523,45029154,CC1=CC2=C(C=C1C)OC(C3=C2OC(=O)C(=C3)C4=CC=CC=C4)OC(=O)C
745540,12283554,C1=CC=C(C=C1)C2=CC3=C(C=C2)[As](C4=C(N3)C=CC5=CC=CC=C54)Cl
745543,135958493,CC1=C(OC2=C1NC=C2C(=O)NN=CC3=C(C=C(C=C3)O)O)C
745582,45029189,CN1C(=O)C(=C(N=C1N2C(=O)C(C(=O)N2)N=NC3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CO4)C#N
745591,45029198,C1COCCN1C2=NC(=NC(=C2C#N)C3=CC=CC=C3)SCC4CO4
745617,45029218,C1=CC=C(C=C1)C2=NC(=CN2C3=CC=CC=C3)C4=C(C=C(C=C4)Cl)Cl
745677,45029232,COC1=CC=C(C=C1)N=C2C(=C(N3C4=C(C=C(C=C4)Cl)SC3=N2)N)C#N
745678,45029233,C1=CC(=CC=C1N=C2C(=C(N3C4=C(C=C(C=C4)Cl)SC3=N2)N)C#N)Cl
745689,45029244,CSC1=C(C(=N)N2C3=C(C=C(C=C3)Cl)SC2=N1)C#N
745693,5164236,CC(=O)NC1=CC=CC(=C1)C2=CC(N3C(=NC=N3)N2)C4=CC(=C(C(=C4)OC)OC)OC
745750,208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
800780,208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
745813,4784054,CCOC1=CC=C(C=C1)NC2=NC(=CS2)C3=CC4=C(C=C3)OCC(=O)N4
745923,24936201,CC1=C(SC(=N1)NC(=S)NC2=CC=C(C=C2)F)C(=O)NNC(=S)NC3=CC=C(C=C3)F
745929,135911866,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=N4)O)N=O
745931,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O
745939,45029263,COC(=O)C1=C(NC(=C1)C2=CC=CC=C2)NN=CC3=C(C=CC=C3Cl)Cl
745940,45029264,COC1=CC(=CC(=C1OC)OC)C2=CC(=C(N2)NN=CC3=C(C=CC=C3Cl)Cl)C(=O)OC
745943,45029265,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(C(C7)OC(=O)C(=CCCC(C)(C=C)OC8C(C(C(C(O8)C)OC(=O)C(=CCCC(C)(C=C)O)CO)O)O)CO)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(O1)CO)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C)C)NC(=O)C)O)O)OC1C(C(C(CO1)O)O)O)O)O
745957,45029269,CC1=CC(=C(C=C1Cl)SCC2=CC=CC=C2)S(=O)(=O)N=C(N)N3C(=C(C(=N3)C)C)C
745962,45029271,C1=CC=C(C=C1)C=CC(=O)NC2=C(C=C(C=C2)I)C(=O)N
746005,135543484,COC1=C(C=C(C=C1)N=C2NN=C(CS2)C3=CNC4=CC=CC=C43)OC
746032,45029287,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C(=O)C=CC3=CC(=C(C=C3)OCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC)OC
