"","SMILES"
"791228","CC1(C)\C(=C\C=C\2/CCCC(=C2Cl)\C=C\C3=[N+](CCCCCC(=O)SCCCN(CCCOc4ccc(Cl)cc4Cl)CC#C)c5ccccc5C3(C)C)\N(CCCCCC(=O)O)c6ccccc16"
"791252","Nc1ncnc2c1ccn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O"
"791253","Nc1ncnc2c1c(F)cn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O"
"791254","Nc1ncnc2c1c(Cl)cn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O"
"791255","Nc1ncnc2c1c(Br)cn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O"
"791256","Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O"
"791267","C[C@@H](NC(=O)C)[C@@H](O)[C@@H](C)[C@@H]1OC(=O)\C=C\C=C(\C)/C=C/[C@]2(C)C[C@@H](NC(=O)C)C=C[C@@H]2\C=C(/C)\C=C\[C@H]1C"
"791268","C[C@@H](NC(=O)C)[C@@H](O)[C@@H](C)[C@@H]1OC(=O)\C=C\C=C(\C)/C=C/[C@]2(C)C[C@@H](NC(=O)CCCCCC#C)C=C[C@@H]2\C=C(/C)\C=C\[C@H]1C"
"791275","Clc1ccc2NC(=O)c3c(oc4C(=O)c5ccccc5C(=O)c34)c2c1"
"791328","Nc1ncccc1c2nc3ccc(nc3n2c4ccc(cc4)C5(N)CCC5)c6ccccc6"
"791345","Oc1ccc(Cl)cc1C(=O)Nc2cnc(cn2)C(F)(F)F"
"791346","Oc1ccc(O)c2C(=O)C3=C(Oc4ccccc4CN3c5ccc(nc5)N6CCOCC6)C(=O)c12"
"791347","CN(CCO)c1ccc(cn1)N2Cc3ccccc3OC4=C2C(=O)c5c(O)ccc(O)c5C4=O"
"791348","CN(C)c1ccc(cn1)N2Cc3ccccc3OC4=C2C(=O)c5c(O)ccc(O)c5C4=O"
"791349","CN1CCN(CC1)c2ccc(cn2)N3Cc4ccccc4OC5=C3C(=O)c6c(O)ccc(O)c6C5=O"
"791452","CCCCN1CCCC[C@@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](C[C@@H](OC(=O)C)c2nc(cs2)C(=O)N[C@@H]3CC[C@H](CC3)C(=O)OC)C(C)C"
"791456","COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c2nc(sc2C)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCCN3C)C(C)C)OC(=O)C"
"791458","COC(=O)[C@@H](C)C[C@H](Cc1ccc2ccccc2c1)NC(=O)c3csc(n3)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]4CCCCN4C)C(C)C)OC(=O)C"
"791459","COC(=O)CC[C@H](Cc1ccccc1)NC(=O)c2csc(n2)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCCN3C)C(C)C)OC(=O)C"
"791460","COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c2csc(n2)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCCN3C)C(C(F)(F)F)C(F)(F)F)OC(=O)C"
"791461","C(=C(\CCCN1C(=O)CCC1=O)[C-]12C3=C4C5=C1[Fe+2]16782345[C-]2C1=C6C7=C82)(\c1ccc(cc1)O)c1ccc(cc1)O"
"791465","Cc1c(Cl)cccc1NC(=O)c2sc3nc4CCCCCc4cc3c2N"
"791468","Nc1c(sc2nc3CCCCCc3cc12)C(=O)Nc4cccc5ccccc45"
"791469","Cc1c(Cl)cccc1NC(=O)c2sc3nc4CCCCCCc4cc3c2N"
"791470","Nc1c(sc2nc3CCCCCCc3cc12)C(=O)Nc4cccc5ccccc45"
"791484","COCCc1[n+](Cc2ccc3ccccc3c2)c4ccccc4n1Cc5ccc6ccccc6c5"
"791485","CCCCCCCc1[n+](Cc2ccc3ccccc3c2)c4ccccc4n1Cc5ccc6ccccc6c5"
"791486","COC(=O)CCc1[n+](Cc2ccc3ccccc3c2)c4ccccc4n1Cc5ccc6ccccc6c5"
"791488","COC(=O)c1ccc2c(c1)n(Cc3ccc4ccccc4c3)c[n+]2Cc5ccc6ccccc6c5"
"791489","COCCOCCOCc1[n+](Cc2ccc3ccccc3c2)c4ccccc4n1Cc5ccc6ccccc6c5"
"791492","COCCOCCOCc1[n+](Cc2ccc3ccccc3n2)c4ccccc4n1Cc5ccc6ccccc6n5"
"791495","Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H](N)[C@H](F)CC4"
"791496","COCC1(CO)N2CCC(CC2)C1=O"
"791511","Cc1cccc(NC(=O)c2sc3nc4CCN(Cc5ccccc5)Cc4cc3c2N)c1C"
"791513","Cc1c(Br)cccc1NC(=O)c2sc3nc4CCN(Cc5ccccc5)Cc4cc3c2N"
"791526","CCC1=C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)[C@@H]9C[C@@H]9CN%10CC[C@]67[C@H]8%10)C(=O)OC)C1"
"791529","CN1CCC(=CC1)c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(c2)C(F)(F)F"
"791538","CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(OCCCC5CCCCN5)nc4)c1F"
"791540","Fc1ccc(cc1)S(=O)(=O)C(C(=O)Nc2ccc(cc2)S(=O)(=O)NC3CCCCCC3)c4ccccc4"
"791547","CCOC(=O)\C=C\1/S\C(=N/c2ccc(cc2)C#N)\N(CCN3\C(=N\c4ccc(cc4)C#N)\S\C(=C/C(=O)OCC)\C3=O)C1=O"
"791561","COc1ccc(cc1O)\C(=N/O)\c2cc(C)c(OC)c(C)c2"
"791577","Nc1ccccc1NC(=O)c2ccc(CN3CCC\C(=C/c4cccc(Cl)c4)\C3=O)cc2"
"791579","Cc1cc(Nc2nc(SCc3ccc(cc3)C(=O)Nc4ccc(F)cc4N)nn5cccc25)n[nH]1"
"791580","Nc1ccccc1NC(=O)c2ccc(CSc3nc(N4CCOCC4)c5cccn5n3)cc2"
"791616","COc1cc(\C=C\C(=O)c2ccc(NC(=O)CSc3nnc(c4ccc(Cl)cc4)n3CC=C)cc2)cc(OC)c1OC"
"791638","CN1C(=O)c2cc(ccc2C3=C1c4ccccc4C3=O)c5ccn[nH]5"
"791639","CN(C)CCCN1C(=O)c2cc(ccc2C3=C1c4ccccc4C3=O)c5ccn[nH]5"
"791648","CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(cc2)c3cn(C)c(n3)C(=O)C"
"791682","Cc1ccc(CS\C(=C/c2ccc(cc2)[N+](=O)[O-])\C(=O)c3ccc(F)cc3)cc1"
"791686","[O-][N+](=O)c1ccc(\C=C(/SCc2ccc(F)cc2)\C(=O)c3ccc(Cl)cc3)cc1"
"791687","[O-][N+](=O)c1ccc(\C=C(/SCc2ccc(Cl)cc2)\C(=O)c3ccc(F)cc3)cc1"
"791692","Cc1cnc([nH]1)c2ccc(c3CNC(=O)c23)c4ccc(NC(=O)Nc5c(F)cc(F)cc5F)cc4F"
"791765","Nc1c(F)cc(cc1Br)c2nc3cc(F)ccc3[se]2"
"791771","C[C@@]12CC\C=C(\COC(=O)CCCCCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"791772","C[C@@]12CC\C=C(\COC(=O)CCCCCCCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"791773","C[C@@]12CC\C=C(\COC(=O)CCCCCCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"791774","C[C@@]12CC\C=C(\COC(=O)CCCCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"791776","C[C@@]12CC\C=C(\COC(=O)CCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"791785","CCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N"
"791789","CO[C@@H]1\C=C\C=C(/C)\Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)C[C@@H](C[C@]3(C)O[C@H]3[C@H](C)[C@@H]4C[C@@]1(O)NC(=O)O4)OC(=O)[C@H](C)N(C)C(=O)CCS"
"791792","CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c2ccccc2)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C"
"791840","COc1ccc2nc(cc(c3oc(SCC(=O)Nc4ccc(cc4)\C(=N/O)\C)nn3)c2c1)c5ccc(Cl)cc5"
"791856","CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(Cl)Cl)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCCCC[P+](c6ccccc6)(c7ccccc7)c8ccccc8"
"791858","C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(Cl)Cl)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(=O)OCCCC[P+](c6ccccc6)(c7ccccc7)c8ccccc8"
"791860","C[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)C(=O)OCCOCCOCC[P+](c6ccccc6)(c7ccccc7)c8ccccc8)C(=C)C)C1(C)C"
"791871","COC(=O)\C=C\c1cc(OC)c2O[C@H]([C@H](C(=O)OC)c2c1)c3ccc(OC)c(OC)c3"
"791945","COc1cc(cc(OC)c1OC)[C@H](C)c2ccc3ccccc3c2"
"791946","COc1ccc(cc1)C(C)c2cc(OC)c(OC)c(OC)c2"
"791947","COc1cc(cc(OC)c1OC)C(C)c2ccc3c(ccn3C)c2"
"791966","COc1ccc2NC(=O)[C@@]3(C[C@H]3c4ccc5c(\C=C\c6ccc(CN7C[C@@H](C)O[C@@H](C)C7)cc6)n[nH]c5c4)c2c1"
"791967","Cn1cc(cn1)c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c4CNC(=O)c24"
"791968","Cn1cc(cn1)c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c4CNC(=O)c24"
"792733","Cn1cc(cn1)c2ccc3c(c2)ncn3c4ccc(CC(=O)Nc5cc(on5)C(C)(C)C)cc4"
"792769","CCOC(=O)c1cc(C(=O)c2cc(OC)c(OC)c(OC)c2)n3nc(C)ccc13"
"792770","CCOC(=O)c1cc(C(=O)c2cc(OC)cc(OC)c2)n3nc(C)ccc13"
"792784","CCOC(=O)c1cc(C(=O)c2cc(OC)c(OC)c(OC)c2)n3ccc(cc13)c4cc[n+](CC(=O)c5cc(OC)c(OC)c(OC)c5)cc4"
"792786","CCOC(=O)c1cc(C(=O)c2ccc(OC)c(OC)c2)n3c1ccc4ccc5cccnc5c34"
"792789","Cc1nc2ccccc2nc1N=Nc3ccccc3"
"792790","COc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4ccc(NC(=O)NCCNS(=O)(=O)c5ccc(F)cc5)cc4"
"792792","COc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4ccc(NC(=O)NCCCNC(=O)c5ccccc5)cc4"
"792793","Oc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4ccc(NC(=O)NCCNC(=O)c5ccc(F)cc5)cc4"
"792796","COc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)NCCNS(=O)(=O)c5ccc(Cl)cc5)c4"
"792797","COc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)NCCNC(=O)c5ccccc5)c4"
"792798","COc1cc(ccc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)CCN5CCN(Cc6ccccc6)CC5)c4"
"792810","COc1cccc(Oc2nc(Nc3ccc(cc3)N4CCOCC4)ncc2NC(=O)Nc5cc(OC)cc(OC)c5)c1"
"792813","Fc1ccc(cc1)c2c(\C=C\C=C\C(=O)c3cccs3)c(nc4ccccc24)C5CC5"
"792847","Cn1ncc(C#N)c1c2ccc3C(=O)N(Cc3c2)[C@H](CN)Cc4cccc(F)c4"
"792848","CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c5sccc5n3)cc2"
"792850","COc1ccc(cc1OC)C(=O)\C=C\c2ccc(OCc3ccc(Cl)cc3)cc2"
"792852","COc1ccc(cc1OC)C(=O)\C=C\c2ccc(OCc3cccc(c3)C(F)(F)F)c(OC)c2"
"792853","CCN(Cc1ccccc1)c2ccc(\C=C\3/COc4ccccc4C3=O)cc2"
"792854","CC(=O)\C=C\c1ccc(OCc2ccc(cc2)C(C)(C)C)cc1"
"792898","CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCCNC(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)n6ccnc6"
"792955","O=C(C1CC1)N2CC[C@@H](CC3=NNC(=O)N3c4ccc(cc4)c5ccc6occc6c5)C2"
"792956","CN(C)CCCOc1ccc(cn1)c2ccc3ncc4N(C)C(=O)N(C5CCOCC5)c4c3c2"
"792957","COc1ccc(cc1I)C2C(C(=O)N2c3cc(OC)c(OC)c(OC)c3)c4ccccc4"
"792959","COc1ccc(cc1F)[C@H]2[C@@H](F)C(=O)N2c3cc(OC)c(OC)c(OC)c3"
"792961","CCSc1ccc(cc1)C2C(Br)C(=O)N2c3cc(OC)c(OC)c(OC)c3"
"792970","Nc1ccc(\C=C\C(=O)NCc2oc3c(cc(cc3c2)c4ccc(cc4)C(=O)N5CCC(F)(F)CC5)c6ccc(F)cc6)cn1"
"792971","CO[C@@H]1CC[C@H](CC1)N2C(=O)CNc3ncc(nc23)c4ccc(nc4)C(C)(C)O"
"792974","C[C@@]12CC\C=C(\COC(=O)CCCc3c[nH]c4ccccc34)/CC[C@@H]5[C@H](OC(=O)C5=C)[C@@H]1O2"
"792975","C[C@@]12CC\C=C(\COC(=O)\C=C\c3cccnc3)/CC[C@@H]4[C@H](OC(=O)C4=C)[C@@H]1O2"
"792987","CC1(C)OCCn2c1nc3c(nc(nc23)c4cnc(N)nc4)N5CCOCC5"
"792996","COCCNCCc1cccc(Nc2ncc3CC(c4ccccc4F)c5ccccc5c3n2)c1"
"793099","COc1ccc2NC(=O)C(=Cc2c1)\C=C\C(=O)c3ccccc3OC"
"793103","CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(c1)C3=CN(C)C(=O)c4[nH]ccc34"
"793122","COc1ccc(OC)c(NCC(=O)n2nc(\C=C/c3ccc(O)c(OC)c3)cc2\C=C/c4ccc(O)c(OC)c4)c1"
"793129","CC(C)[C@@H](C[C@@H](OC(=O)C)c1nc(C(=O)N[C@H](C[C@H](C)C(=O)O)Cc2ccccc2)c(C)s1)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCCN3C)C(C)C"
"793130","COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c2nc(sc2C)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCN3C)C(C)C)OC(=O)C"
"793131","CC(C)[C@@H](C[C@@H](OC(=O)C)c1nc(C(=O)N[C@H](C[C@H](C)C(=O)O)Cc2ccccc2)c(C)s1)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCN3C)C(C)C"
"793132","COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c2csc(n2)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]3CCCCN3C)OC(=O)C"
"793136","CCCC[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N(C)[C@H](C[C@@H](OC(=O)C)c2nc(cs2)C(=O)N[C@H](C[C@H](C)C(=O)OCC)Cc3ccccc3)C(C)C"
"793137","CCCC[C@H](NC(=O)[C@H]1CCCN1C)C(=O)N(C)[C@H](C[C@@H](OC(=O)C)c2nc(cs2)C(=O)N[C@H](C[C@H](C)C(=O)OCC)Cc3ccccc3)C(C)C"
"793138","CCOC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c2csc(n2)[C@@H](C[C@H](C(C)C)N(C)C(=O)[C@H](CCC(C)C)NC(=O)[C@H]3CCCCN3C)OC(=O)C"
"793139","CCCCc1[n+](Cc2ccc3ccccc3n2)ccn1Cc4ccc5ccccc5c4"
"793140","C(c1ccc2ccccc2n1)[n+]3ccn(Cc4ccc5ccccc5n4)c3c6ccccc6"
"793141","C(c1ccc2ccccc2n1)[n+]3ccn(Cc4ccc5ccccc5c4)c3c6ccccc6"
"793142","C(c1ccc2ccccc2n1)[n+]3ccn(Cc4ccc5ccccc5c4)c3"
"793144","C[C@@H](NC(=O)C)[C@@H](O)[C@@H](C)[C@@H]1OC(=O)\C=C\C=C(\C)/C=C/[C@]2(C)C[C@@H](NS(=O)(=O)C)C=C[C@@H]2\C=C(/C)\C=C\[C@H]1C"
"793145","CN[C@@H]1C[C@@]2(C)\C=C\C(=C/C=C/C(=O)O[C@@H]([C@H](C)[C@H](O)[C@@H](C)NC(=O)C)[C@H](C)\C=C\C(=C\[C@H]2C=C1)\C)\C"
"793146","COC(=O)N[C@@H]1C[C@@]2(C)\C=C\C(=C/C=C/C(=O)O[C@@H]([C@H](C)[C@H](O)[C@@H](C)NC(=O)C)[C@H](C)\C=C\C(=C\[C@H]2C=C1)\C)\C"
"793147","CC(C)C(=O)N[C@H](C)[C@@H](O)[C@@H](C)[C@@H]1OC(=O)\C=C\C=C(\C)/C=C/[C@]2(C)CCC=C[C@@H]2\C=C(/C)\C=C\[C@H]1C"
"793148","COc1cc(OC)cc(c1)N2CCN(CC2)C(=O)Nc3nc4cc(F)ccc4nc3OC"
"793149","Cc1c(NC(=O)c2cc(nc3cc(F)ccc23)C(=O)N)c(nn1Cc4ccc(cc4)C#N)C(F)(F)F"
"793150","C[C@@H](Oc1cc(nnc1N)C(=O)Nc2ccc(cc2)C(=O)N3C[C@@H](C)N[C@@H](C)C3)c4c(Cl)ccc(F)c4Cl"
"793151","CCN1C(=O)CNc2ncc(nc12)c3ccc(nc3C)c4ncn[nH]4"
"793176","COc1ccc(\C=C\C(=C\C(=O)\C=C\c2ccc(OC)c(OC)c2OC)\OB(F)F)c(OC)c1OC"
"793309","C[C@@]12CC\C=C(\COC(=O)CCCC(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"
"793311","CN(C)C[C@H]1[C@@H]2CC\C(=C/CC[C@@]3(C)O[C@H]3[C@H]2OC1=O)\COC(=O)OC\C\4=C\CC[C@@]5(C)O[C@H]5[C@H]6OC(=O)C(=C)[C@@H]6CC4"
"793316","COc1ccc(NC(=O)COCCOCCNC[C@H]2[C@@H]3CC\C(=C/CC[C@@]4(C)O[C@H]4[C@H]3OC2=O)\COC(=O)OC\C\5=C\CC[C@@]6(C)O[C@H]6[C@H]7OC(=O)[C@@H](CN(C)C)[C@@H]7CC5)c(O)c1C(=O)N"
"793323","FC(F)(F)c1ccc2nc([nH]c2c1)[C@H]3[C@@H]4Oc5ccc(OC6=C7CCC(=O)N=C7NC=C6)cc5[C@H]34"
"793324","NC(=O)c1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2n1"
"793453","COc1cc2CN(CCN3CCCC3)c4c(ccc5cc6OCOc6cc45)c2cc1OC"
"793457","COc1cc2C(=O)N(CCCn3ccnc3)c4c(ccc5cc6OCOc6cc45)c2cc1OC"
"793460","COc1cc2CN(CCN(C)C)c3c(ccc4cc5OCOc5cc34)c2cc1OC"
"793461","COc1cc2CN(CCCn3ccnc3)c4c(ccc5cc6OCOc6cc45)c2cc1OC"
"793589","CCOC(=O)c1c(C)nc2N(Cc3ccc(F)cc3)C(=O)\C(=C/c4ccc(OC)cc4)\c2c1N"
"793593","COc1cccc(CCC2CCCN(C2)c3cc(C)nc(N)n3)c1"
"793595","Cc1oc(CCC(=O)Nc2ncc(Cc3cccc(C)c3)s2)cc1"
"793639","COc1ccc2C(C(=C(N)Oc2c1)C#N)c3ccc(F)cc3"
"793640","COc1ccc2C(C(=C(N)Oc2c1)C#N)c3ccc(F)c(F)c3"
"793641","COc1ccc2C(C(=C(Oc2c1)N(C(=O)C)C(=O)C)C#N)c3ccc(F)cc3"
"793642","CCOC(=O)C1=C(N)Oc2cc(OC)ccc2C1c3ccc(F)c(F)c3"
"793647","Cc1nccc2c3ccc(OCc4cn(nn4)c5ccc(Br)cc5)cc3n(CCCc6ccccc6)c12"
"793677","COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCO)c3)nc2)c1F"
"793679","NC1=NC(=O)N(C=C1)C2O[C@H](CO)[C@@H](O)[C@@H]2C#N"
"793693","OC[C@H]1O[C@H]([C@H](O)[C@@]1(O)C#C)n2cc(Br)c3c(Cl)ccnc23"
"793694","Nc1ncnc2c1c(cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(F)(F)F"
"793695","Nc1ncnc2c1c(cn2[C@@H]3O[C@H](CO)[C@](O)(C#C)[C@H]3O)C(F)(F)F"
"793707","CCc1cccc(C)c1NC(=O)c2sc3nc4CCCCCc4cc3c2N"
"793724","CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4c(\C=N\OC(C)(C)C)c5ccccc5nc34)C2=O"
"793726","FC(F)(F)c1cnc(Nc2cnc(cn2)C#N)cc1NC[C@H]3CNCCO3"
"793836","COc1ccc(\C=C\C(=O)c2ccc(NC(=O)CSc3oc(nn3)c4cc(OC)c(OC)c(OC)c4)cc2)cc1"
"793969","CCOC(=O)c1noc2c1CCc3c2cn(Cc4ccc(OC)cc4)c3c5cc(OC)c(OC)c(OC)c5"
"793973","COc1ccc(Cn2cc3c(CCc4c(CO)noc34)c2c5cc(OC)c(OC)c(OC)c5)cc1"
"794093","CCCCC[C@H]1C\C=C\2/[C@@H](C\C=C/CCCC(=O)O1)C=C(Cl)C2=O"
"794094","CCCCC[C@H]1C\C=C\2/[C@@H](C\C=C/CCCC(=O)O[C@@H](CCCCC)C\C=C\3/[C@@H](C\C=C/CCCC(=O)O1)C=CC3=O)C=CC2=O"
"794095","CCCCC[C@H]1C\C=C\2/[C@@H](C\C=C/CCCC(=O)O[C@@H](CCCCC)C\C=C\3/[C@@H](C\C=C/CCCC(=O)O1)C=C(Cl)C3=O)C=C(Cl)C2=O"
"794097","CCCCC[C@H]1C\C=C\2/[C@@H](C\C=C/CCCC(=O)O[C@@H](CCCCC)C\C=C\3/[C@@H](C\C=C/CCCC(=O)O[C@@H](CCCCC)C\C=C\4/[C@@H](C\C=C/CCCC(=O)O1)C=CC4=O)C=CC3=O)C=CC2=O"
"794109","C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F"
"794112","C[C@@]12CC\C=C(\COC(=O)NCCc3c[nH]c4ccccc34)/CC[C@@H]5[C@H](OC(=O)C5=C)[C@@H]1O2"
"794114","C[C@@]12CC\C=C(\COC(=O)NCc3cc4ccccc4[nH]3)/CC[C@@H]5[C@H](OC(=O)C5=C)[C@@H]1O2"
"794118","COc1ccc(cc1)C2C(=C(N)Oc3c2sc4c(F)cccc34)C#N"
"794120","NC1=C(C#N)C(c2ccc(Cl)cc2)c3sc4c(F)cccc4c3O1"
"794171","Clc1ccc2c(NCCNc3nc(nc4ccccc34)N5CCOCC5)ccnc2c1"
"794172","Clc1ccc2c(NCCNc3nc(nc4ccccc34)N5CCCCC5)ccnc2c1"
"794173","CCN1CCN(CC1)c2nc(NCCNc3ccnc4cc(Cl)ccc34)c5ccccc5n2"
"794182","Clc1ccc2c(NCCCCNc3nc(nc4ccccc34)N5CCOCC5)ccnc2c1"
"794184","COc1ccc(cc1)c2cc(nc(n2)N3CCOCC3)c4ccc(Nc5ccnc6cc(Cl)ccc56)cc4"
"794196","CC(=O)c1cc2c(N)c(sc2nc1C)C(=O)Nc3cccc4ccccc34"
"794209","CCN(CC)[c+]1sc2C(Oc3ccc(Cl)cc3c2s1)c4ccc(Cl)cc4"
"794221","CCc1nc(N)nc(N)c1C#CC(C)c2cc(c3ccnc(C)c3)c4oc(C)nc4c2"
"794222","CCc1nc(N)nc(N)c1C#CC(C)c2ccc(cc2Cl)c3ccncc3"
"794223","CCOc1ccccc1C(=O)N2CCN(CC2)c3cc(Cl)cc(Cl)c3"
"794224","CSc1ccc(cc1)C2=CC=CC=C(O)C2=O"
"794225","OC1=CC=CC=C(C1=O)c2ccc(cc2)c3occc3"
"794226","OC1=CC=CC=C(C1=O)c2ccc(Br)cc2"
"794232","Cn1ccnc1C(=O)\C=C\c2ccc(CC(=O)Nc3ccccc3)cc2"
"794233","Fc1ccc(NC(=O)Cc2ccc(\C=C\C(=O)c3ncc[nH]3)cc2)cc1"
"794442","Nc1cc(C(F)F)c(cn1)c2nc(nc(n2)N3[C@@H]4CC[C@H]3COC4)N5[C@@H]6CC[C@H]5COC6"
"794443","NC(=O)\C(=C\n1cnc(n1)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)\c3cncnc3"
"794455","Oc1ccc(\N=N\c2ccccn2)c(O)c1"
"794456","CN(C)c1ccc(\N=N\c2ccccn2)c(O)c1"
"794457","CN(C)c1ccc(\N=N\c2ccc(Br)cn2)c(O)c1"
"794481","CCNC(=O)Oc1ccc(cc1)\C(=C(/C)\c2ccc(Cl)cc2)\c3ccc(OCCN4CCCCC4)cc3"
"794483","CCCCCC(=O)Oc1ccc(cc1)\C(=C(/C)\c2ccc(OC)cc2)\c3ccc(OCCN4CCCCC4)cc3"
"794499","COc1cc(cc(OC)c1OC)C(=O)OC\C\2=C\CC[C@@]3(C)O[C@H]3[C@H]4OC(=O)C(=C)[C@@H]4CC2"
"794500","C[C@@]12CC\C=C(\COC(=O)c3ccc(Br)cc3)/CC[C@@H]4[C@H](OC(=O)C4=C)[C@@H]1O2"
"794502","C[C@@]12CC\C=C(\COC(=O)c3ccccc3)/CC[C@@H]4[C@H](OC(=O)C4=C)[C@@H]1O2"
"794504","C[C@@]12CC\C=C(\COC(=O)c3cccc4ccccc34)/CC[C@@H]5[C@H](OC(=O)C5=C)[C@@H]1O2"
"794506","C[C@@]12CC\C=C(\COC(=O)c3ccc(cc3)C#N)/CC[C@@H]4[C@H](OC(=O)C4=C)[C@@H]1O2"
