"","SMILES"
"112938","OC(=O)CCC(c1ccccc1)(c2ccccc2)c3ccccc3"
"112960","CCOC(=O)N(O)c1ccc(\C=C\c2ccccc2)cc1"
"112965","ON(C(=O)CF)c1ccc(\C=C\c2ccccc2)cc1"
"113053","COC(=O)\C=C\C=C(c1ccccc1)c2ccccc2"
"113112","CC1(C)CN1P(=O)(Nc2ncccn2)N3CC3(C)C"
"113130","CC(C)[P+](c1ccccc1)(c2ccccc2)c3ccccc3"
"113136","CC1=COC2=C(C)C(=O)C(=O)c3c(C)ccc1c23"
"113220","CC1(C)N=C(N)N=C(N)N1c2ccc(CCC(=O)Nc3ccc(cc3)S(=O)(=O)F)cc2"
"113237","CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4N(CCc5cc(OC)c(OC)cc45)C(=O)C(N)Cc6ccccc6"
"113423","Cc1cc(NC(=O)CCc2ccc(cc2)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"
"113452","OC1=C(CCCc2ccc(cc2)C3CCCCCC3)C(=O)c4ccccc4C1=O"
"113455","OC1=C(CCCc2ccc(cc2)C3CCCCC3)C(=O)c4ccccc4C1=O"
"113497","CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C3CCC4(C)C(OC(=O)C5OC45C13C)c6cocc6"
"113764","O=C1NC(Nc2ccccc12)c3ccccc3"
"113802","On1c(c2ccc(Cl)cc2)c(C#N)c3ccccc13"
"113908","CC1(C)N=C(N)N=C(N)N1c2ccc(CCC(=O)Nc3cccc(c3)S(=O)(=O)F)cc2"
"113918","CC1(C)N=C(N)N=C(N)N1c2ccc(CCCC(=O)Nc3ccc(cc3)S(=O)(=O)F)cc2"
"113926","CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O"
"113943","NC(=O)c1c(Br)n(C2OC(CO)C(O)C2O)c3ncnc(N)c13"
"113951","Nc1ncnc2c1c(C#N)c(Br)n2C3OC(CO)C(O)C3O"
"114016","Cc1c2CCN=Cc2c(C)c3c4CCCCc4oc13"
"114340","CC1CC(OC12CCC3(C)CC4C(C(=O)CC4(C)O)\C(=C/CC23)\C=O)C=C(C)C"
"114341","COc1cc(\C=N/O)nc(c1)c2ccccn2"
"114345","COC(=O)C1c2cc3C(=O)c4c5OC6OC(C)(C(O)C(C6O)N(C)C)c5cc(O)c4C(=O)c3c(O)c2CCC1(C)O"
"114346","CCOC(=O)C(Cc1c[nH]c2cc(ccc12)N(CCO)CCO)(NC(=O)C)C(=O)OCC"
"114381","NS(=O)(=O)c1cc(Br)c(N=Nc2ccc(O)c3ncccc23)c(Br)c1"
"114382","Cc1cc(Nc2ccc(cc2)N=Nc3ccc(O)c4ncccc34)nc(C)n1"
"114384","Oc1ccc(N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3)c4cccnc14"
"114512","CC(=O)O[Hg]CC1(C)COC(C)(C[Hg]OC(=O)C)CO1"
"114514","CN(Cc1cnc(N)nc1N)c2ccc(cc2)C(=O)O"
"114567","C\C=C(/C)\C(=O)OC1CC(O)(CCl)C2C(O)C=C(C)C2(O)C3OC(=O)C(=C)C13"
"114568","C\C=C(/C)\C(=O)OC1CC(O)(CCl)C2C(OC(=O)C)C=C(C)C2(O)C3OC(=O)C(=C)C13"
"114570","C\C=C(/C)\C(=O)OC1CC(O)(CCl)C2C(O)C3OC3(C)C2(O)C4OC(=O)C(=C)C14"
"114572","CC(C)C1(O)C(OC(=O)c2ccc[nH]2)C3(O)C4(C)CC5(O)OC6(C(O)C(C)CCC46O)C3(O)C15C"
"114575","COc1c(C)cc(N(CCCl)CCCl)c2ccccc12"
"114696","Brc1cc2c(Cc3ccccc23)cc1[N+]#N"
"114766","NC(=O)NC(=O)C1CCCCC1C(=O)O"
"114781","COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]2(CC(=C)[C@@H](C)[C@@H](C)O2)OC)OC)OC"
"115447","Nc1c2C(=O)NC(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c13"
"115497","CCCC(=O)C1=C(O)C(C)(C)C(=C(Cc2c(O)c(C)c(O)c(C(=O)CCC)c2O)C1=O)O"
"115526","Cc1nnc2ccnn2c1C"
"115610","COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C5OC(=O)C)c4c(O)c3C(=O)c12)C(=O)C"
"115618","[O-][N+](=O)c1ccc(CC2C(=O)Nc3ccccc23)cc1"
"115625","NCCc1c[nH]c2ccc(OC(=O)C(=O)O)cc12"
"115684","O=C(C[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[P+](c4ccccc4)(c5ccccc5)c6ccccc6"
"115712","Nc1ncnc2c1ccn2C3OC4COP(=O)(O)OC4C3O"
"115855","Cc1ccc2ccc(C)c(C)c2c1.Oc3c(cc(c(O)c3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]"
"115892","Oc1cccc2cccnc12.O=C3c4ccccc4Oc5ccccc35"
"115905","Cc1cc2c(C)c3cc(C)c(N)cc3nc2cc1N"
"115928","CC1(C)N=C(N)N=C(N)N1c2cccc(c2)C#N"
"115980","CN(C)c1ccc(\C=N\NC(=O)c2cccc3ccccc23)c(Cl)c1"
"116280","NC(=O)c1cn(C2OC(CO)C(O)C2O)c3nc[n+]([O-])c(N)c13"
"116282","Nc1ncnc2c1c(cn2C3OC(CO)C(O)C3O)C(=O)NO"
"116336","OCc1ccn2CC[C@H](O)c12"
"116491","CN1CCN(CC(=O)N2c3ccccc3Sc4cc5ccccc5cc24)CC1"
"116535","Fc1c(F)c(F)c(N\N=C\2/C(=O)Nc3ccccc23)c(F)c1F"
"116536","[O-][N+](=O)c1ccc(N\N=C\2/C(=O)Nc3ccccc23)cc1"
"116555","COC1C(C)OC(OC2CC(C)(O)C(C(=O)OC)c3cc4C(=O)c5c6OC7OC(C)(C(O)C(C7O)[N+](C)(C)[O-])c6cc(O)c5C(=O)c4cc23)C(OC)C1(C)OC"
"116590","[O-][N+](=O)c1cccc(c1)C2ON2C3CCCCC3"
"116640","N#Cc1cc([nH]c1c2nccc3ccccc23)c4ccccc4"
"116661","C(c1ccccc1)P(c2ccccc2)(C34C5=C6C7=C3[Fe]456789%10%11C%12C8=C9C%10=C%11%12)C%13%14C%15=C%16C%17=C%13[Fe]%14%15%16%17%18%19%20%21C%22C%18=C%19C%20=C%21%22"
"116689","Cc1ccc(cc1)[P+](Cc2ccc(cc2)[N+](=O)[O-])(c3ccc(C)cc3)c4ccc(C)cc4"
"116692","Cc1ccc(cc1)[S+](c2ccccc2)c3cc(C)ccc3C"
"116693","Cc1ccc(cc1)[S+](c2ccccc2)c3cc(C)ccc3C.OC(=O)C(OC(=O)c4ccccc4)C(OC(=O)c5ccccc5)C(=O)[O-]"
"116702","Cc1ccc(cc1)c2nc(oc2c3ccccc3)c4nccc5ccccc45"
"116716","Cc1ccccc1[P+](Cc2ccccc2)(c3ccccc3)c4ccccc4"
"116717","Cc1ccc(cc1)[P+](Cc2ccccc2)(c3ccccc3)c4ccccc4"
"116758","OC(=O)c1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1"
"116787","COC1C(O)C(C)OC(O[C@H]2C[C@@H](O)[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O"
"116789","COC1C(O)C(C)OC(OC2CC3CCC4C(CCC5(C)C(CCC45O)C6=CC(=O)OC6)C3(O)C(C2)OC(=O)C)C1O"
"116878",""
"117011","Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)c(C)c1"
"117015","Brc1cccc(NC2=CC(=O)C(=O)c3ccccc23)c1"
"117017","[O-][N+](=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1"
"117024","Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1"
"117028","Oc1c(CN2CCN(CC2)c3ccccc3)cc(Br)c4cccnc14"
"117180","CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C4=COC(=O)C=C4)C5(C)C6OC6C(O)C=C15"
"117181","CC(=O)C1=C(O)C2C3C(Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O"
"117185","C[n+]1c(\C=C\c2c[nH]c3ccccc23)ccc4ccccc14"
"117186","CC(=O)Oc1ccc(cc1)C2(C(=O)Nc3ccccc23)c4ccc(OC(=O)C)cc4"
"117187","[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3c(Cl)cc(Cl)cc23"
"117188","[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3c(Cl)cccc23"
"117191","Cc1ccccc1N\N=C\2/C(=O)Nc3ccccc23"
"117192","Clc1ccccc1N\N=C\2/C(=O)Nc3ccccc23"
"117194","[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3ccc(Br)cc23"
"117196","[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3cccc(c23)C(F)(F)F"
"117199","OS(=O)(=O)c1ccc2NC(=O)\C(=N/Nc3ccccc3[N+](=O)[O-])\c2c1"
"117212","O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1.O=C3OC(=O)c4cc5C(=O)OC(=O)c5cc34"
"117222","BrC(C(Br)c1ccccc1)C(=O)\C=C\c2ccccc2"
"117232","BrC(C(Br)c1ccccc1)C(=O)C(Br)C(Br)c2ccccc2"
"117269","NC1=NC(N(C(=N1)N)c2ccc(cc2)S(=O)(=O)Nc3ncccn3)c4ccc(Cl)cc4"
"117271","OC1=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c4ccc(Cl)cc4)C(=O)c5ccccc5C1=O"
"117274","OC1=C(C(CCc2ccccc2)C3=C(O)C(=O)c4ccccc4C3=O)C(=O)c5ccccc5C1=O"
"117281","Nc1nc(N)c(N=Nc2ccc(c(O)c2)[As](=O)(O)O)c(N)n1"
"117285","Nc1nc(N)c(N=Nc2ccc(C(=O)O)c(O)c2)c(N)n1"
"117356","CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O"
"117614","NC1=NC(=O)N(C=C1)C2OC(COC(=O)C34CC5CC(CC(C5)C3)C4)C(O)C2O"
"117619","NC(=O)NC1C(=C1c2ccccc2)c3ccccc3"
"117739","[O-][N+](=O)c1ccc(Oc2cccnc2)c(c1)[N+](=O)[O-]"
"117915","Cc1ccc2NC(=O)\C(=N/Nc3ccccc3[N+](=O)[O-])\c2c1"
"117917","Cc1cccc2\C(=N\Nc3ccccc3[N+](=O)[O-])\C(=O)Nc12"
"117949","CN(C)S(=O)(=O)c1ccc(Nc2ccc(O)c3C(=O)c4c(O)ccc(c4C(=O)c23)[N+](=O)[O-])cc1"
"118028","CN1c2ccccc2[Sn](C)(C)c3ccccc13"
"118030","CN1c2ccc(C)cc2[Sn](c3ccccc3)(c4ccccc4)c5cc(C)ccc15"
"118051","CCN(CC)C(=S)S[Bi](SC(=S)N(CC)CC)SC(=S)N(CC)CC"
"118087","Cl[Au]Cl.O=C1[O-][Au+3]2(NC3(CCCC3)C(=O)[O-]2)NC14CCCC4"
"118090","NC1=NC(=O)C2=C(N1)NC(=O)C=N2"
"118095","Nc1cc(N)c(N)cc1N"
"118097","Clc1cccc(Cl)c1CSC#N"
"118176","OC1C2C3C4N(C1=N)c5ccccc5C4(I)C(O)C(=N)N3c6ccccc26"
"118218","Nc1nc(F)nc2c1ncn2C3OC(CO)C(O)C3O"
"118516","OC(=O)CC1N[Cu]2(NC(CC(=O)O)C(=O)O2)OC1=O"
"118695","CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCN(CC4)C(=N)NC(=N)N)C(=O)c5c(O)cccc5[C@@]3(C)O"
"118732","Cc1ccc(C)c2\C(=N\Nc3ccccc3[N+](=O)[O-])\C(=O)Nc12"
"118742","CNc1nc(nc(n1)N(C)C)N(C)C"
"118767","COc1cc(OCc2ccccc2)c3C(=CC(=O)Oc3c1)CCC(=O)O.COc4cc(OCc5ccccc5)cc6OC(=O)C=C(CCC(=O)O)c46"
"118836","CN1CC(=C(NC(=O)C)C1=O)OS(=O)(=O)c2ccc(C)cc2"
"118976","S=C=NCc1ccccc1"
"118994","OC[C@@H](O[C@H](C=O)n1cnc2C(=O)N=CNc12)C=O"
"119236","CCOC(=O)c1c2C(=O)c3ccccc3C(=O)c2n4ccccc14"
"119621","CCOC(=O)C1C(O)CC2C1c3ccccc3c4ccccc24"
"119754","C1Oc2cc3CC[n+]4cc5c6OCOc6ccc5cc4c3cc2O1"
"119875","[Cl-][Pt+2]([Cl-])(N)N"
"119889","OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C2c3ccc(O)cc3Oc4cc(O)ccc24"
"119910","OC(=O)C1CCCCC1C2=C3C=CC(=O)C(=C3Oc4c(O)c(O)ccc24)O"
"119913","CC1C2C=CC1C(C2C(=O)O)C3=C4C=CC(=O)C(=C4Oc5c(O)c(O)ccc35)O"
"119915","OC(=O)CCC1=C2C=CC(=O)C(=C2Oc3c(O)c(O)ccc13)O"
"120050","NC(=O)c1c[nH]c2ncnc(N)c12"
"120186","Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C=O"
"120288","OC(=O)c1nnsc1c2ccc(cc2)c3snnc3C(=O)O"
"120634","NNS(=O)(=O)c1cc(cc(c1)C(=O)O)C(=O)O"
"120672","OC(=O)c1ccccc1\C=N\N=C2c3ccccc3c4ccccc24"
"120925","CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2"
"120958","OCC1OC(C(O)C1O)n2cnc3c(NCc4occc4)ncnc23"
"121073","CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]"
"121129","CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]"
"121139","COc1ccc2C(=O)c3ccoc3N(CC=C(C)C)c2c1"
"121145","C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CO"
"121155","C\C(=C/c1ccc2ccccc2c1)\[N+](=O)[O-]"
"121182","NC1C(O)C(CO)OC1n2cnc3c(N)ncnc23"
"121208","COc1cc(ccc1[n+]2nc(nn2c3ccc(cc3)[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-])c5ccc(c(OC)c5)[n+]6nc(nn6c7ccc(cc7)[N+](=O)[O-])c8ccc(cc8)[N+](=O)[O-]"
"121210","C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OC(=O)Cc5ccc(cc5)N(CCCl)CCCl)[C@@H]1CCC2=O"
"121322","CC(=O)Nc1ccc2c(NC(=O)c3cc(Cl)ccc23)c1"
"121713","CN(C)C1=C(Sc2ccc(C)cc2)C(=O)c3ccccc3C1=O"
"121754","[O-][N+](=O)c1cc(\C=N\NC=O)ccc1Cl"
"121771","NC(=N)SCCN1CCCCC1"
"121848","C[N+]1(C)CCc2cc(O)c(O)cc2C1Cc3ccc(O)c(O)c3"
"121868","O=C1N2C3C4C5CC6N(CCC36c7ccccc27)CC5=CCOC4/C/1=C\c8ccccc8"
"121879","Cc1cc(ccc1\C=N\c2ccc3ccccc3c2)N(CCCl)CCCl"
"121934","Clc1cc(Cl)cc(\C=N\NC(=S)NC23CC4CC(CC(C4)C2)C3)c1"
"122023","CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C"
"122060","CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)c(Cl)c2"
"122131","Oc1ccc(C=O)c2cccnc12"
"122226","CCC(Br)C1CC(Br)C2CC(O2)C(C\C=C\C#C)O1"
"122263","CC(C)C[P+](c1ccccc1)(c2ccccc2)c3ccccc3"
"122291","Cc1ccc(NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)cc1S(=O)(=O)F"
"122415","COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3"
"122621","NCCSCCC(=O)O"
"122656","[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)Cc2ccccc2"
"122657","[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)Cc2ccccc2"
"122716",""
"122750","CO[C@@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(=C\C=C/[C@@H](OC)[C@H](OC(=O)N)\C(=C\[C@@H](C)[C@@H]1O)\C)\C)C2=O"
"122758","C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C"
"122759","C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C"
"122819","COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5CO[C@H](OC5C(O)C4O)c6cccs6)c7cc8OCOc8cc27"
"122822","CC(=O)Nc1ccc(\C=C\[N+](=O)[O-])cc1"
"122864","[O-][N+](=O)\C=C\c1c(Cl)cccc1Cl"
"122870","Cc1c(CNc2ccc(cc2)C(=O)NC(CC(=O)O)C(=O)O)ccc3nc(N)nc(N)c13"
"123032","CC1(C)N=C(N)N=C(N)N1c2ccc(CCCCc3ccc(cc3)S(=O)(=O)F)cc2"
"123111","COC1=C(C)C(=O)c2c(C1=O)c(COC(=O)N)c3C4C(Cn23)N4C"
"123115","CCCNC1=C(C)C(=O)C2=C([C@H](COC(=O)N)[C@]3(OC)[C@@H]4N[C@@H]4CN23)C1=O"
"123127","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO"
"123138","NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(Cl)cc3)C(=O)O"
"123139","Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccccc3"
"123140","Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccc(C)cc3"
"123147","CN(C)N=Nc1c(C)n[nH]c1C(F)(F)F"
"123383","COc1ccc(cc1OC)C2=CC(=O)c3ccc(O)cc3O2"
"123399","O=C1CCC2=C3C4CCCCC4C(=O)C5CCCC(OC2C1)C35"
"123461","CC1(C)N=C(N)N=C(N)N1c2ccc(CCC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2"
"123463","Cc1cc(NC(=O)NCc2ccc(cc2)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"
"123465","CC1(C)N=C(N)N=C(N)N1c2ccc(CNC(=O)Nc3ccc(c(Cl)c3)S(=O)(=O)F)c(Cl)c2"
"123468","Cc1ccc(cc1S(=O)(=O)F)C(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N"
"123469","Cc1cc(NC(=O)NCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"
"123491","Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccc(C)cc2)c3ccc(C)cc3"
"123493","NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(F)cc3)C(=O)O"
"123511","OC1=C(CC=C(Br)Br)C(=O)c2ccccc2C1=O"
"123516","NCCCOc1ccc(cc1Cl)[N+](=O)[O-]"
"123528","COc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccccc3"
"123529","NC(CSC(c1ccccc1)(c2ccccc2)c3ccc4ccccc4c3)C(=O)O"
"123794","Cc1ccc(O)c(c1)C(=O)\C=C\c2ccccc2"
"123814","ON=C1c2cc(ccc2c3ccc(cc13)[N+](=O)[O-])[N+](=O)[O-]"
"123829","COc1cc2Cc3cc(NC(=O)C(Cl)Cl)ccc3c2cc1NC(=O)C(Cl)Cl"
"123976","COC1C(O)C(C)OC(O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O"
"123977","COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3C(O)CC5(C)C(CCC45O)C6=CC(=O)OC6)C2)C1O"
"123978","COC1CC(OC2CCC3(C)C(C2)CC4OC5CC(C6=CC(=O)OC6)C7(C)C(=O)C(O)C3C4C57O)OC(C)C1O"
"123979","CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)O[C@@H](C)[C@@H]1O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O"
"123994","Oc1ccc(cc1c2ccccc2)C3(OC(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c34)c5ccc(O)c(c5)c6ccccc6"
"124147","COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC"
"124202","O=C1Nc2ccccc2c3nc4ccccc4n13"
"124232","CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCCNC(=O)c3ccc(cc3)S(=O)(=O)F)c(Cl)c2"
"124463","Nc1nc(F)nc2c1ncn2C3OC(CO)C(O)C3O"
"124499","FC(F)(F)C(=CCOC1=CC(=O)C(=O)c2ccccc12)C(F)(F)F"
"124664","NC(CSC(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)O"
"124749","CC(=O)OC1=CC2=CCC3C(CCC4(C)C3CCC4(OC(=O)C)C#C)C2(C)CC1"
"124764","CCCCCCCCCCCCCCCCSS(=O)(=O)C"
"124770","CCCCCCCCCCSS(=O)(=O)c1ccc(C)cc1"
"124784","Cc1ccc(cc1)S(=O)(=O)SCc2ccccc2"
"124994","CCCC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O"
"125034","Oc1cccc2ccc(SSc3ccc4cccc(O)c4n3)nc12"
"125066","C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(OC(=O)N)C3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C"
"125176","CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C3CC(=O)CCN3C(=O)C(Cc4ccc(cc4)N(C)C)N(C)C(=O)C5CCCN5C1=O)c6ccccc6.CC(C)C7OC(=O)C8=CCCN8C(=O)c9coc(CC(=O)CC(O)\C=C(/C)\C=C/CNC(=O)\C=C\C7C)n9"
"125201","NC(=N)NC(=N)Nc1ccc(cc1)S(=O)(=O)N"
"125347","Cc1nc(N)nc(N)c1CCCCc2ccccc2"
"125348","CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)c(Cl)c2"
"125511","CCCCCCCCCCCCCNCC(C)O"
"125541","COc1cc2C(=O)c3cc(N)c(Br)cc3c2c(Br)c1N"
"125552","COc1cc2C(=O)Nc3cc(ccc3c2cc1[N+](=O)[O-])[N+](=O)[O-]"
"125844","Cc1cc(NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"
"125845","CC1(C)N=C(N)N=C(N)N1c2ccc(OCC(=O)Nc3ccc(cc3Cl)S(=O)(=O)F)c(Cl)c2"
"125973","CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C"
"126217","NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(Br)cc3)C(=O)O"
"126228","CC1(C)N=C(N)N=C(N)N1c2cccc(CCCCc3cccc(c3)S(=O)(=O)F)c2"
"126668","OC(c1ccccc1)P(=O)(Oc2ccccc2)Oc3ccccc3"
"126710","Cc1cc(OCc2nc(N)nc(N)c2c3ccc(Cl)c(Cl)c3)ccc1[N+](=O)[O-]"
"126719","CC(=O)OC1CCC2(C)C(CCC3C4CCC(C5=CC(=O)OC5)C4(C)CCC23)C1"
"126727","COc1ccc(cc1OC)C2C3C(Cc4c(OC)c5OCOc5cc24)OCC3=O"
"126728","C[C@@H]1CCOC(=O)\C=C\C=C/C(=O)O[C@@H]2C[C@@H]3O[C@@H]4C=C(C)CC[C@]4(COC(=O)C1O)[C@@]2(C)[C@]35CO5.[ZH]"
"126765","C[C@H]1[C@@H](O)[C@]2(O)OC[C@@]34[C@@H](C[C@H]5C(=CC(=O)[C@@H](O)[C@]5(C)[C@@H]23)C)OC(=O)[C@H](OC(=O)C)[C@@H]14"
"126771","OC1=C(CC=C(Cl)Cl)C(=O)c2ccccc2C1=O"
"126849","OCC1OC(C(O)C1O)N2C=CC(=O)CC2=O"
"126933","Cc1ccc(cc1)S(=O)(=O)NNC(C[N+](=O)[O-])c2ccccc2"
"127128","Nc1c(Br)cc(Br)c2c1NC(=O)c3ccccc23"
"127130","O=C1N(Cc2ccc3OCOc3c2)C(=O)c4ccccc4c5ccccc15"
"127140","Nc1cc2NC(=O)c3cc(Cl)ccc3c2cc1Cl"
"127157","CC1(C)N=C(N)N=C(N)N1c2cccc(CCCCc3ccc(cc3Cl)S(=O)(=O)F)c2"
"127159","CC1(C)N=C(N)N=C(N)N1c2ccc(CCCCc3ccc(cc3)S(=O)(=O)F)c(Cl)c2"
"127328","CC(C)N(CCNc1cc(C)nc(NC(=N)Nc2ccc(Cl)c(c2)C(F)(F)F)n1)C(C)C"
"127442","CC(C)CC1=CN=C(CC(C)C)C(=O)N1"
"127444","C\C=C(\C)/C1=CN=C(CC(C)C)C(=O)N1"
"127445","CCC(C)(O)C1=CN=C(CC(C)C)C(=O)N1O"
"127471","Nc1nc(N)c(c(COc2ccc(cc2)C#N)n1)c3ccc(Cl)c(Cl)c3"
"127571","O[N+](=O)O.C1CCc2c[n+]3ccc4c5ccccc5[nH]c4c3cc2C1"
"127622","COC(=O)c1cc(Nc2ccc(O)c3C(=O)c4c(O)ccc(c4C(=O)c23)[N+](=O)[O-])cc(c1)C(=O)OC"
"127627","CCCCS(=O)(=O)c1cc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)ccc1C"
"127680","COC(=O)c1cc2ccccc2c3c4OCOc4ccc13"
"127687","OC(=O)c1cc2ccccc2c3c4OCOc4ccc13"
"127712","CC1CCCc2c(CC3CC(=O)NC(=O)C3)nc(N)nc12"
"127716","NC1=NC(=O)N(C=N1)C2CC(O)C(CO)O2"
"127752","CC1(C)N=C(N)N=C(N)N1c2cccc(CCc3ccccc3)c2"
"127753","CC1(C)N=C(N)N=C(N)N1c2ccc(CCc3ccccc3)cc2"
